0,66,894,406,607
1,549,401,556,106
2,646,342,405,1388
3,92,412,153,859
4,196,317,267,514
5,336,855,202,1011
6,579,846,1448,1392
7,1313,29,145,596
8,1401,1461,933,19
9,131,364,1324,204
10,477,1148,580,476
11,838,340,719,909
12,1007,903,1263,266
13,204,963,1051,709
14,385,763,1049,177
15,89,569,1136,333
16,584,1459,156,394
17,925,1132,300,1195
18,123,380,389,906
19,269,966,654,429
20,951,1131,665,92
21,330,1431,1312,627
22,588,1129,448,855
23,1042,730,949,1117
24,1417,1278,1122,23
25,697,169,913,540
26,669,1395,167,53
27,566,90,439,109
28,113,1071,44,1446
29,192,7,109,568
30,951,665,20,1131
31,682,257,272,547
32,573,761,798,501
33,294,566,1174,27
34,645,869,699,1310
35,1451,657,1324,1467
36,689,1463,1039,285
37,1046,210,981,380
38,1324,353,378,296
39,719,575,843,1469
40,555,1331,995,63
41,738,312,1437,859
42,1461,1451,371,604
43,314,713,1043,1025
44,355,28,474,113
45,899,1114,231,751
46,404,1308,1460,482
47,509,196,107,1188
48,247,494,1246,1291
49,717,1078,495,1165
50,1010,1038,172,140
51,921,1399,558,757
52,681,808,596,786
53,983,1165,1313,26
54,1460,151,1385,75
55,1413,829,777,1135
56,873,821,339,1273
57,97,1388,1217,1336
58,1120,458,324,168
59,578,476,74,477
60,1432,681,546,136
61,992,593,290,384
62,996,586,960,364
63,995,72,40,292
64,576,1457,279,379
65,1295,353,1305,693
66,633,525,0,551
67,763,639,698,421
68,1139,1152,194,885
69,98,1381,1398,1213
70,733,1027,617,912
71,763,1337,1059,682
72,483,82,1024,1009
73,900,1093,1175,665
74,283,59,1129,472
75,583,54,1376,931
76,118,352,205,3
77,1117,319,114,257
78,128,1279,41,1437
79,528,887,89,1101
80,890,1327,1142,1087
81,241,191,930,1019
82,208,291,564,211
83,884,1015,647,1228
84,186,343,971,340
85,1091,537,1394,1242
86,1295,507,1377,1207
87,868,1247,275,14
88,853,995,783,428
89,569,15,365,146
90,1072,27,439,294
91,588,246,74,424
92,1131,20,951,531
93,672,100,811,28
94,1270,1091,380,551
95,868,932,315,1355
96,849,658,703,653
97,57,1388,1217,614
98,69,1381,1213,910
99,665,463,697,951
100,1052,1072,758,139
101,320,955,701,314
102,1219,478,1103,1329
103,1299,662,435,722
104,1367,113,999,451
105,163,1326,298,457
106,247,722,544,435
107,766,47,1328,642
108,934,230,218,794
109,456,27,755,1274
110,1309,797,927,1235
111,986,512,715,1230
112,1075,146,1318,505
113,160,104,28,859
114,1249,225,77,1089
115,145,1327,935,1395
116,255,159,369,1045
117,747,1081,1450,545
118,602,671,76,333
119,1115,842,983,866
120,546,1274,760,599
121,599,1338,357,1270
122,1100,878,1274,660
123,534,305,18,1415
124,1086,912,138,1159
125,537,1180,920,156
126,1087,885,1433,1204
127,140,428,1010,1361
128,1279,78,583,426
129,877,244,680,994
130,537,762,1212,1005
131,1471,1005,638,605
132,1048,467,1350,611
133,570,1463,1205,318
134,1008,358,910,633
135,698,716,733,643
136,720,1085,60,1042
137,126,1087,1250,1082
138,1440,1186,400,518
139,166,481,1052,100
140,505,1075,428,983
141,1450,281,1358,799
142,281,1183,1180,1160
143,663,1257,426,1293
144,1452,181,329,1031
145,115,913,7,1074
146,569,89,333,602
147,756,913,1332,1356
148,889,1463,392,194
149,1171,686,404,1396
150,996,1184,329,725
151,1460,819,1184,796
152,246,365,650,588
153,816,1229,517,1247
154,1352,1359,1430,481
155,1167,352,402,1341
156,1190,584,511,796
157,1133,260,1257,1170
158,1305,853,88,793
159,116,255,369,1045
160,1229,752,436,113
161,1364,1121,354,987
162,974,1151,952,377
163,105,1360,807,866
164,494,1086,204,583
165,1004,778,754,1032
166,981,139,33,192
167,1395,249,669,702
168,1120,546,1248,576
169,674,665,736,1202
170,797,1273,1255,1376
171,1243,945,662,1090
172,1321,50,455,1431
173,1281,633,66,376
174,497,761,1330,1375
175,821,1126,56,1399
176,600,1221,803,1316
177,385,214,14,1049
178,1386,929,1091,157
179,1236,1073,927,1289
180,570,529,134,1263
181,1460,441,593,944
182,1143,551,582,576
183,894,397,584,694
184,921,483,1367,1321
185,997,829,698,774
186,84,876,466,340
187,712,27,466,90
188,985,264,1351,343
189,313,672,450,468
190,290,621,1322,308
191,251,1235,968,1289
192,1366,656,595,29
193,1269,768,1228,647
194,546,1120,1107,1248
195,691,1157,845,272
196,4,629,514,631
197,199,1133,744,395
198,455,23,1042,1450
199,1452,197,34,542
200,837,981,1215,444
201,1076,301,1302,994
202,1077,1271,336,855
203,1139,683,975,1121
204,969,781,1185,13
205,1250,76,352,937
206,781,633,1291,991
207,1277,55,262,1308
208,365,650,350,291
209,1154,1439,929,898
210,1107,1152,931,37
211,1075,983,82,1024
212,181,521,829,698
213,675,433,570,255
214,177,1041,371,1202
215,1085,628,449,1259
216,1055,1265,1426,1061
217,1235,843,1183,251
218,108,1282,324,230
219,1077,1278,633,917
220,569,333,1403,325
221,427,1323,659,261
222,1040,683,1307,203
223,542,744,871,1019
224,495,368,382,985
225,1228,193,647,114
226,1328,1332,28,421
227,691,633,551,881
228,946,1191,1263,325
229,789,1080,1418,216
230,108,1356,218,24
231,1197,588,1264,1217
232,300,1292,913,650
233,870,1164,960,394
234,413,1073,992,1137
235,895,249,859,967
236,1361,445,1125,1383
237,1121,401,203,506
238,1251,839,428,691
239,665,951,463,1288
240,640,1313,647,768
241,1476,1073,81,1289
242,395,1356,1018,953
243,644,701,1447,178
244,601,798,603,994
245,635,629,646,1412
246,365,1009,152,721
247,543,1414,1299,945
248,424,598,981,1256
249,167,678,895,1422
250,1112,151,161,684
251,1235,1183,697,191
252,1302,682,1337,763
253,1124,357,892,823
254,292,758,267,1454
255,116,159,369,1045
256,1208,156,292,1335
257,31,77,204,410
258,1231,1441,697,311
259,310,879,355,895
260,439,1110,27,1133
261,221,1436,659,868
262,149,166,589,207
263,1120,1248,718,1236
264,1358,1228,1061,981
265,978,975,1356,994
266,1378,82,300,1030
267,514,4,196,629
268,301,121,1110,1000
269,19,837,1238,571
270,1321,1396,499,448
271,59,476,477,578
272,1438,1017,1251,597
273,707,515,844,835
274,327,847,1163,15
275,1260,323,1014,1187
276,710,1453,1005,1473
277,615,66,1247,1398
278,653,739,658,736
279,441,732,1180,1460
280,352,636,1404,502
281,759,142,978,827
282,337,708,753,989
283,74,59,1454,559
284,1100,1359,1338,797
285,1463,593,661,1439
286,456,526,85,1425
287,1267,1009,246,650
288,1255,331,577,589
289,80,736,718,203
290,992,1077,1019,882
291,749,1148,580,208
292,1475,1454,1335,486
293,1058,849,1431,835
294,566,33,27,90
295,819,1460,404,1184
296,1003,1191,1299,544
297,1448,1214,512,1293
298,1430,105,678,316
299,1149,13,601,847
300,1292,1416,232,17
301,994,201,1051,724
302,1195,627,601,1132
303,597,1291,850,915
304,512,1211,1445,294
305,1415,123,557,1035
306,1303,671,829,430
307,724,244,798,357
308,574,111,350,190
309,1162,1336,1077,882
310,259,1276,361,1176
311,352,1479,951,258
312,738,41,1249,623
313,189,450,672,1343
314,843,1043,43,845
315,932,868,1397,95
316,486,298,602,1368
317,4,196,514,267
318,133,1175,1258,274
319,656,970,77,1409
320,101,1201,952,1151
321,1221,1443,585,476
322,952,1151,377,974
323,275,583,1086,138
324,741,58,1428,546
325,569,333,1297,89
326,684,1439,950,770
327,274,570,470,631
328,1171,809,145,1182
329,869,1327,833,150
330,1321,1431,21,1312
331,1255,288,1288,649
332,492,1130,844,1085
333,1403,569,872,146
334,402,922,404,192
335,1265,420,1055,276
336,855,202,564,5
337,839,282,1322,1337
