0,66,894,1376,406
1,549,556,506,206
2,342,405,646,1388
3,92,412,951,665
4,196,317,629,267
5,336,855,202,1011
6,846,1038,1448,579
7,1313,596,284,145
8,1461,1401,681,880
9,364,1324,479,1459
10,477,1148,580,476
11,838,719,340,112
12,1007,1125,1263,903
13,204,963,709,1051
14,385,631,763,911
15,89,569,333,1136
16,584,870,256,332
17,614,925,300,1195
18,123,380,1218,389
19,269,966,429,654
20,951,1131,92,665
21,330,1312,908,1431
22,588,1129,448,855
23,1042,949,1117,198
24,1417,1278,23,1465
25,697,540,169,601
26,669,1395,167,53
27,90,566,439,1271
28,113,44,1446,1071
29,192,1033,656,7
30,951,665,20,1131
31,682,257,1328,718
32,573,761,501,798
33,294,1174,566,260
34,645,869,1020,699
35,1451,657,1324,111
36,689,285,1463,1339
37,1046,981,788,1224
38,1324,353,1018,296
39,719,843,575,838
40,63,555,270,1156
41,738,312,1437,859
42,1461,604,1451,371
43,131,713,790,314
44,355,28,692,474
45,899,1114,724,231
46,404,1308,1460,482
47,509,196,909,1048
48,543,247,411,494
49,495,1078,717,722
50,1038,140,1010,172
51,921,1159,757,1399
52,681,808,596,858
53,1165,983,1313,26
54,1460,1184,114,151
55,1413,1135,331,829
56,873,339,821,1442
57,97,1388,1217,1336
58,1120,458,670,324
59,74,578,477,1148
60,681,1432,546,136
61,992,593,1019,290
62,586,996,364,807
63,995,40,433,292
64,1457,576,901,279
65,1305,353,204,1295
66,633,901,0,551
67,763,839,639,1337
68,1139,885,1152,1087
69,98,1381,1398,1213
70,1027,733,617,707
71,763,1059,394,1337
72,483,433,82,1278
73,900,1093,924,1175
74,283,59,1454,472
75,583,54,1376,1473
76,118,352,402,205
77,1208,1427,319,1117
78,1437,696,128,583
79,528,887,89,896
80,890,1327,1087,1142
81,241,191,930,648
82,208,650,291,564
83,647,885,1015,1228
84,186,343,971,843
85,1091,537,1242,456
86,1295,1207,1377,179
87,385,275,868,1247
88,853,158,783,995
89,569,15,146,365
90,27,439,1072,294
91,246,588,472,152
92,1131,20,951,531
93,672,811,100,28
94,1270,425,1091,380
95,868,932,315,1355
96,849,658,703,653
97,57,1388,1217,614
98,69,1381,1213,910
99,463,665,697,398
100,1052,758,1245,1072
101,320,701,1081,117
102,1219,478,1103,1329
103,1299,662,435,722
104,1367,113,397,999
105,163,1326,298,354
106,247,662,511,1439
107,766,642,483,1361
108,934,218,230,1282
109,456,27,348,755
110,927,1309,1235,797
111,986,1230,715,512
112,1075,146,11,1318
113,160,28,104,859
114,54,312,719,225
115,145,1165,1395,167
116,369,159,255,1045
117,747,1081,1450,545
118,602,76,1403,671
119,1115,842,866,983
120,546,60,871,1248
121,599,357,1338,1242
122,1100,878,1274,1188
123,534,1170,305,1415
124,912,258,1086,75
125,1180,537,920,1304
126,1433,1204,1087,885
127,140,428,1010,1361
128,1279,78,426,888
129,877,680,301,244
130,537,1005,1212,762
131,1471,1005,638,420
132,467,1048,1350,329
133,1463,570,1194,83
134,1008,358,910,1027
135,716,698,1337,733
136,1085,1042,60,164
137,126,1087,1250,33
138,1440,400,1186,518
139,166,481,1052,367
140,505,983,1075,428
141,371,1450,281,1196
142,1183,281,1180,1281
143,663,1293,1038,1257
144,1452,1031,181,754
145,115,817,913,7
146,569,89,333,930
147,756,913,817,1456
148,889,984,285,1463
149,597,404,1171,686
150,996,329,1184,725
151,819,1460,1184,1017
152,246,365,650,588
153,1229,816,1309,275
154,1352,1359,1430,481
155,1167,1341,402,352
156,511,1190,996,256
157,1133,260,1257,242
158,1305,88,853,1241
159,369,116,255,1045
160,1229,752,113,436
161,1121,1364,987,354
162,974,1151,952,377
163,105,1354,1360,807
164,494,583,136,323
165,754,1032,944,1211
166,981,139,33,216
167,1395,249,669,702
168,1120,1248,546,576
169,674,1202,665,731
170,1273,1376,1255,728
171,945,1243,662,1090
172,1321,455,50,330
173,1301,66,633,1281
174,497,761,1330,437
175,821,1126,1399,925
176,1221,803,600,255
177,1049,1146,385,456
178,1386,929,1091,1134
179,1236,1073,930,333
180,785,529,570,134
181,441,1460,593,944
182,1143,551,582,576
183,894,397,694,584
184,921,483,1367,1431
185,829,698,757,774
186,84,466,876,248
187,712,27,670,466
188,264,1061,1351,343
189,313,450,793,468
190,621,290,308,126
191,251,1235,535,81
192,1366,595,29,656
193,1269,768,1228,647
194,1120,1276,546,1248
195,691,851,1157,272
196,4,631,317,629
197,199,1133,395,157
198,455,23,1042,1117
199,197,1452,329,34
200,981,837,1215,705
201,1302,1076,274,1343
202,1077,336,1271,855
203,1139,683,975,1121
204,781,13,1285,1185
205,251,352,1250,76
206,781,633,991,1026
207,1277,1335,390,1308
208,365,650,350,291
209,1439,1154,929,898
210,1107,1152,931,37
211,1075,983,82,428
212,774,829,1164,181
213,675,854,433,763
214,1041,177,1180,371
215,1085,628,1328,1316
216,1426,1265,1055,1038
217,1235,843,1183,251
218,108,1282,230,681
219,917,1077,1210,1278
220,569,333,1403,89
221,427,1323,659,261
222,1040,1140,203,826
223,542,744,1019,184
224,368,495,1079,985
225,1228,647,193,1358
226,1328,1332,639,421
227,691,551,633,881
228,1191,220,946,1263
229,522,789,1418,1080
230,108,1356,218,24
231,1197,588,1292,1264
232,300,1292,913,82
233,1164,960,870,394
234,413,1033,1137,1302
235,895,446,579,249
236,1361,445,1383,1125
237,1121,100,401,203
238,428,597,839,1017
239,665,951,463,1288
240,640,1313,647,250
241,1476,81,666,576
242,395,1356,1018,953
243,701,1447,644,424
244,601,798,603,307
245,635,629,443,646
246,365,1009,152,721
247,1299,945,662,543
248,1043,1256,598,424
249,678,167,895,1422
250,684,1112,151,866
251,1235,1183,697,191
252,1337,682,763,1302
253,1124,357,384,338
254,112,100,334,292
255,369,116,159,1045
256,156,1208,292,480
257,31,204,1236,497
258,1231,1441,697,785
259,355,310,879,895
260,439,1110,1133,27
261,221,1436,659,522
262,743,216,149,589
263,1120,753,1248,718
264,1358,1228,188,1055
265,978,975,749,291
266,300,82,1292,1378
267,514,4,317,196
268,301,307,121,357
269,19,571,837,736
270,1396,1321,499,448
271,59,939,476,477
272,1017,597,1438,1412
273,707,515,844,838
274,327,847,201,15
275,1260,153,323,805
276,710,1005,1453,888
277,615,66,706,1323
278,653,973,658,530
279,441,732,807,181
280,352,1404,1111,636
281,759,749,827,142
282,337,989,1161,708
283,74,59,1454,1216
284,1100,1359,1338,7
285,1463,593,661,727
286,456,1113,303,696
287,1267,1009,246,650
288,331,1255,577,982
289,80,203,718,1452
290,992,1019,1077,336
291,749,1148,580,208
